class	Structured comment name	Requirement	schemasheets cardinality	cardinality	recommended	in_subset	github ticket	Example
SymbiontAssociated	collection_date	M				packages_tab		2018-05-11T10:00:00+01:00; 2018-05-11
SymbiontAssociated	depth	C				packages_tab		10 meter
SymbiontAssociated	elev	C				packages_tab		100 meter
SymbiontAssociated	env_broad_scale	M				packages_tab		forest biome [ENVO:01000174]
SymbiontAssociated	env_local_scale	M				packages_tab		litter layer [ENVO:01000338]
SymbiontAssociated	env_medium	M				packages_tab		intestine environment [ENVO:2100002]
SymbiontAssociated	geo_loc_name	M				packages_tab		"USA: Maryland, Bethesda"
SymbiontAssociated	gravidity	X				packages_tab		
SymbiontAssociated	host_age	X				packages_tab		
SymbiontAssociated	host_body_habitat	X				packages_tab		anterior end of a tapeworm
SymbiontAssociated	host_body_product	X				packages_tab		Portion of mucus [fma66938]
SymbiontAssociated	host_body_site	X				packages_tab		scolex [UBERON:0015119]
SymbiontAssociated	host_cellular_loc	C				packages_tab	#179	extracellular
SymbiontAssociated	host_color	X				packages_tab		
SymbiontAssociated	host_common_name	X				packages_tab		trematode
SymbiontAssociated	host_dependence	M				packages_tab	#169	obligate
SymbiontAssociated	host_dry_mass	X				packages_tab		
SymbiontAssociated	host_family_relationship	X				packages_tab		clone;P15
SymbiontAssociated	host_genotype	X				packages_tab		
SymbiontAssociated	host_growth_cond	X				packages_tab		
SymbiontAssociated	host_height	X				packages_tab		
SymbiontAssociated	host_infra_specific_name	X				packages_tab		
SymbiontAssociated	host_infra_specific_rank	X				packages_tab		
SymbiontAssociated	host_length	X				packages_tab		
SymbiontAssociated	host_life_stage	M				packages_tab		redia
SymbiontAssociated	host_number	X				packages_tab	#174	3
SymbiontAssociated	host_of_host_coinf	X				packages_tab	#182	Maritrema novaezealandense
SymbiontAssociated	host_of_host_disease	X				packages_tab	#186	rabies [DOID:11260]
SymbiontAssociated	host_of_host_env_loc	X				packages_tab	#197	small intestine[uberon:0002108]
SymbiontAssociated	host_of_host_env_med	X				packages_tab	#198	feces[uberon:0001988]
SymbiontAssociated	host_of_host_fam_rel	X				packages_tab	#187	
SymbiontAssociated	host_of_host_geno	X				packages_tab	#190	
SymbiontAssociated	host_of_host_gravid	X				packages_tab	#192	
SymbiontAssociated	host_of_host_infname	X				packages_tab	#188	
SymbiontAssociated	host_of_host_infrank	X				packages_tab	#189	
SymbiontAssociated	host_of_host_name	X				packages_tab	#183	snail
SymbiontAssociated	host_of_host_pheno	X				packages_tab	#191	
SymbiontAssociated	host_of_host_sub_id	X				packages_tab	#185	H3
SymbiontAssociated	host_of_host_taxid	X				packages_tab	#184	145637
SymbiontAssociated	host_of_host_totmass	X				packages_tab	#193	
SymbiontAssociated	host_phenotype	X				packages_tab		soldier
SymbiontAssociated	host_sex	X				packages_tab		
SymbiontAssociated	host_shape	X				packages_tab		
SymbiontAssociated	host_specificity	C				packages_tab	#176	species-specific
SymbiontAssociated	host_subject_id	X				packages_tab		P14
SymbiontAssociated	host_substrate	X				packages_tab		
SymbiontAssociated	host_symbiont	X				packages_tab	#175	Paragordius varius
SymbiontAssociated	host_taxid	X				packages_tab		395013
SymbiontAssociated	host_tot_mass	X				packages_tab		
SymbiontAssociated	lat_lon	M				packages_tab		50.586825 6.408977
SymbiontAssociated	misc_param	X				packages_tab		
SymbiontAssociated	mode_transmission	C				packages_tab	#172	horizontal:castrator
SymbiontAssociated	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
SymbiontAssociated	oxy_stat_samp	X				packages_tab		aerobic
SymbiontAssociated	perturbation	X				packages_tab		
SymbiontAssociated	project_name	M				packages_tab		Forest soil metagenome
SymbiontAssociated	route_transmission	X				packages_tab	#173	
SymbiontAssociated	samp_salinity	X				packages_tab		1 milligram per liter
SymbiontAssociated	samp_store_dur	X				packages_tab		P1Y6M
SymbiontAssociated	samp_store_loc	X				packages_tab		Freezer no:5
SymbiontAssociated	samp_store_sol	X				packages_tab	#194	5% ethanol
SymbiontAssociated	samp_store_temp	X				packages_tab		
SymbiontAssociated	samp_vol_we_dna_ext	X				packages_tab		
SymbiontAssociated	sample_name	M				packages_tab		ISDsoil1
SymbiontAssociated	source_mat_id	X				packages_tab		MPI012345
SymbiontAssociated	sym_life_cycle_type	M				packages_tab	#171	complex life cycle
SymbiontAssociated	symbiont_host_role	C				packages_tab	#177	intermediate
SymbiontAssociated	temp	X				packages_tab		25 degree Celsius
SymbiontAssociated	type_of_symbiosis	C				packages_tab	#170	parasitic
WastewaterSludge	alkalinity	X				packages_tab		50 milligram per liter
WastewaterSludge	biochem_oxygen_dem	X				packages_tab		
WastewaterSludge	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
WastewaterSludge	chem_oxygen_dem	X				packages_tab		
WastewaterSludge	depth	C				packages_tab		10 meter
WastewaterSludge	efficiency_percent	X				packages_tab		
WastewaterSludge	emulsions	X				packages_tab		
WastewaterSludge	gaseous_substances	X				packages_tab		
WastewaterSludge	indust_eff_percent	X				packages_tab		
WastewaterSludge	inorg_particles	X				packages_tab		
WastewaterSludge	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
WastewaterSludge	nitrate	X				packages_tab		65 micromole per liter
WastewaterSludge	org_particles	X				packages_tab		
WastewaterSludge	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
WastewaterSludge	oxy_stat_samp	X				packages_tab		aerobic
WastewaterSludge	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
WastewaterSludge	ph	X				packages_tab		7.2
WastewaterSludge	phosphate	X				packages_tab		0.7 micromole per liter
WastewaterSludge	pre_treatment	X				packages_tab		
WastewaterSludge	primary_treatment	X				packages_tab		
WastewaterSludge	project_name	M				packages_tab		Forest soil metagenome
WastewaterSludge	reactor_type	X				packages_tab		
WastewaterSludge	salinity	X				packages_tab		25 practical salinity unit
WastewaterSludge	samp_name	M				packages_tab		ISDsoil1
WastewaterSludge	samp_store_dur	X				packages_tab		P1Y6M
WastewaterSludge	samp_store_loc	X				packages_tab		Freezer no:5
WastewaterSludge	samp_store_temp	X				packages_tab		-80 degree Celsius
WastewaterSludge	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
WastewaterSludge	secondary_treatment	X				packages_tab		
WastewaterSludge	sewage_type	X				packages_tab		
WastewaterSludge	sludge_retent_time	X				packages_tab		
WastewaterSludge	sodium	X				packages_tab		10.5 milligram per liter
WastewaterSludge	soluble_inorg_mat	X				packages_tab		
WastewaterSludge	soluble_org_mat	X				packages_tab		
WastewaterSludge	suspend_solids	X				packages_tab		
WastewaterSludge	temp	X				packages_tab		25 degree Celsius
WastewaterSludge	tertiary_treatment	X				packages_tab		
WastewaterSludge	tot_nitro	X				packages_tab		50 micromole per liter
WastewaterSludge	tot_phosphate	X				packages_tab		
WastewaterSludge	wastewater_type	X				packages_tab		
Water	alkalinity	X				packages_tab		50 milligram per liter
Water	alkalinity_method	X				packages_tab		titration
Water	alkyl_diethers	X				packages_tab		0.005 mole per liter
Water	aminopept_act	X				packages_tab		0.269 mole per liter per hour
Water	ammonium	X				packages_tab		1.5 milligram per liter
Water	atmospheric_data	X				packages_tab		wind speed;9 knots
Water	bac_prod	X				packages_tab		5 milligram per cubic meter per day
Water	bac_resp	X				packages_tab		300 micromole oxygen per liter per hour
Water	bacteria_carb_prod	X				packages_tab		2.53 microgram per liter per hour
Water	biomass	X				packages_tab		total;20 gram
Water	bishomohopanol	X				packages_tab		14 microgram per liter
Water	bromide	X				packages_tab		0.05 parts per million
Water	calcium	X				packages_tab		0.2 micromole per liter
Water	carb_nitro_ratio	X				packages_tab		0.417361111
Water	chem_administration	X				packages_tab		agar [CHEBI:2509];2018-05-11T20:00Z
Water	chloride	X				packages_tab		5000 milligram per liter
Water	chlorophyll	X				packages_tab		5 milligram per cubic meter
Water	conduc	X				packages_tab		10 milliSiemens per centimeter
Water	density	X				packages_tab		1000 kilogram per cubic meter
Water	depth	M				packages_tab		10 meter
Water	diether_lipids	X				packages_tab		0.2 nanogram per liter
Water	diss_carb_dioxide	X				packages_tab		5 milligram per liter
Water	diss_hydrogen	X				packages_tab		0.3 micromole per liter
Water	diss_inorg_carb	X				packages_tab		2059 micromole per kilogram
Water	diss_inorg_nitro	X				packages_tab		761 micromole per liter
Water	diss_inorg_phosp	X				packages_tab		56.5 micromole per liter
Water	diss_org_carb	X				packages_tab		197 micromole per liter
Water	diss_org_nitro	X				packages_tab		0.05 micromole per liter
Water	diss_oxygen	X				packages_tab		175 micromole per kilogram
Water	down_par	X				packages_tab		28.71 microEinstein per square meter per second
Water	elev	C				packages_tab		100 meter
Water	fluor	X				packages_tab		2.5 volts
Water	glucosidase_act	X				packages_tab		5 mol per liter per hour
Water	light_intensity	X				packages_tab		0.3 lux
Water	magnesium	X				packages_tab		52.8 micromole per kilogram
Water	mean_frict_vel	X				packages_tab		0.5 meter per second
Water	mean_peak_frict_vel	X				packages_tab		1 meter per second
Water	misc_param	X				packages_tab		Bicarbonate ion concentration;2075 micromole per kilogram
Water	n_alkanes	X				packages_tab		n-hexadecane;100 milligram per liter
Water	nitrate	X				packages_tab		65 micromole per liter
Water	nitrite	X				packages_tab		0.5 micromole per liter
Water	nitro	X				packages_tab		4.2 micromole per liter
Water	org_carb	X				packages_tab		1.5 microgram per liter
Water	org_matter	X				packages_tab		1.75 milligram per cubic meter
Water	org_nitro	X				packages_tab		4 micromole per liter
Water	organism_count	X				packages_tab		total prokaryotes;3.5e7 cells per milliliter;qPCR
Water	oxy_stat_samp	X				packages_tab		aerobic
Water	part_org_carb	X				packages_tab		1.92 micromole per liter
Water	part_org_nitro	X				packages_tab		0.3 micromole per liter
Water	perturbation	X				packages_tab		antibiotic addition;R2/2018-05-11T14:30Z/2018-05-11T19:30Z/P1H30M
Water	petroleum_hydrocarb	X				packages_tab		0.05 micromole per liter
Water	ph	X				packages_tab		7.2
Water	phaeopigments	X				packages_tab		2.5 milligram per cubic meter
Water	phosphate	X				packages_tab		0.7 micromole per liter
Water	phosplipid_fatt_acid	X				packages_tab		2.98 milligram per liter
Water	photon_flux	X				packages_tab		3.926 micromole photons per second per square meter
Water	potassium	X				packages_tab		463 milligram per liter
Water	pressure	X				packages_tab		50 atmosphere
Water	primary_prod	X				packages_tab		100 milligram per cubic meter per day
Water	project_name	M				packages_tab		Forest soil metagenome
Water	redox_potential	X				packages_tab		300 millivolt
Water	salinity	X				packages_tab		25 practical salinity unit
Water	samp_name	M				packages_tab		ISDsoil1
Water	samp_store_dur	X				packages_tab		P1Y6M
Water	samp_store_loc	X				packages_tab		Freezer no:5
Water	samp_store_temp	X				packages_tab		-80 degree Celsius
Water	samp_vol_we_dna_ext	X				packages_tab		1500 milliliter
Water	silicate	X				packages_tab		0.05 micromole per liter
Water	size_frac_low	X				packages_tab		0.2 micrometer
Water	size_frac_up	X				packages_tab		20 micrometer
Water	sodium	X				packages_tab		10.5 milligram per liter
Water	soluble_react_phosp	X				packages_tab		0.1 milligram per liter
Water	sulfate	X				packages_tab		5 micromole per liter
Water	sulfide	X				packages_tab		2 micromole per liter
Water	suspend_part_matter	X				packages_tab		0.5 milligram per liter
Water	temp	X				packages_tab		25 degree Celsius
Water	tidal_stage	X				packages_tab		high tide
Water	tot_depth_water_col	X				packages_tab		500 meter
Water	tot_diss_nitro	X				packages_tab		40 microgram per liter
Water	tot_inorg_nitro	X				packages_tab		40 microgram per liter
Water	tot_nitro	X				packages_tab		50 micromole per liter
Water	tot_part_carb	X				packages_tab		35 micromole per liter
Water	tot_phosp	X				packages_tab		0.03 milligram per liter
Water	turbidity	X				packages_tab		0.3 nephelometric turbidity units
Water	water_current	X				packages_tab		10 cubic meter per second
